,0,1,2,3,4,5,6,7,8,9
1920-1929,0.029,0.059,0.0,0.206,0.176,0.029,0.206,0.118,0.147,0.029
1930-1939,0.0,0.08,0.04,0.52,0.0,0.04,0.04,0.24,0.04,0.0
1940-1949,,,,,,,,,,
1950-1959,0.106,0.106,0.153,0.094,0.153,0.035,0.141,0.106,0.024,0.082
1960-1969,0.078,0.052,0.05,0.158,0.115,0.079,0.111,0.095,0.088,0.174
1970-1979,0.093,0.049,0.061,0.123,0.105,0.12,0.087,0.114,0.109,0.139
1980-1989,0.1,0.05,0.067,0.105,0.09,0.142,0.103,0.122,0.118,0.104
1990-1999,0.11,0.093,0.087,0.099,0.097,0.096,0.116,0.106,0.109,0.089
2000-2009,0.114,0.154,0.122,0.082,0.104,0.06,0.113,0.082,0.101,0.069
2010-2019,0.109,0.215,0.163,0.067,0.084,0.059,0.093,0.072,0.083,0.057
2020-2029,0.069,0.163,0.101,0.062,0.16,0.056,0.078,0.121,0.127,0.062
Total,0.081,0.102,0.084,0.151,0.109,0.072,0.109,0.118,0.094,0.081
