,0,1,2,3,4,5,6,7,8,9
1920-1929,7,2,1,5,6,0,1,4,1,7
1930-1939,1,2,0,1,0,1,0,6,1,13
1940-1949,0,0,0,0,0,0,0,0,0,0
1950-1959,12,9,9,2,13,13,7,9,3,8
1960-1969,708,329,494,559,730,318,1109,604,502,1004
1970-1979,1021,577,1096,1283,1243,719,1642,1341,1410,1451
1980-1989,1315,635,1281,1506,1154,860,1331,1565,1823,1345
1990-1999,1116,900,1060,1048,933,837,854,1023,923,950
2000-2009,900,1224,908,803,829,971,550,651,479,652
2010-2019,894,2072,1049,799,814,1570,549,699,565,642
2020-2029,24,50,21,39,49,31,19,37,17,19
Total,5998,5800,5919,6045,5771,5320,6062,5939,5724,6091
