,0,1,2,3,4,5,6,7,8,9
1920-1929,0.013,0.0,0.071,0.693,0.042,0.179,0.0,0.0,0.001,0.0
1930-1939,0.012,0.0,0.103,0.651,0.042,0.191,0.0,0.0,0.0,0.001
1940-1949,0.008,0.0,0.074,0.669,0.052,0.194,0.0,0.0,0.0,0.002
1950-1959,0.016,0.0,0.119,0.506,0.094,0.262,0.002,0.002,0.0,0.0
1960-1969,0.007,0.0,0.092,0.497,0.155,0.249,0.0,0.0,0.0,0.0
1970-1979,0.014,0.0,0.092,0.418,0.159,0.309,0.0,0.002,0.0,0.005
1980-1989,0.004,0.0,0.095,0.423,0.191,0.282,0.0,0.0,0.0,0.004
1990-1999,0.022,0.0,0.089,0.378,0.274,0.23,0.0,0.007,0.0,0.0
2000-2009,0.026,0.0,0.092,0.447,0.184,0.237,0.013,0.0,0.0,0.0
2010-2019,0.023,0.0,0.023,0.386,0.25,0.318,0.0,0.0,0.0,0.0
2020-2029,,,,,,,,,,
Total,0.015,0.0,0.085,0.507,0.144,0.245,0.001,0.001,0.0,0.001
