,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.346,0.154,0.0,0.0,0.0,0.192,0.0,0.0,0.231,0.077
1970-1979,0.491,0.068,0.0,0.0,0.0,0.164,0.0,0.0,0.255,0.023
1980-1989,0.429,0.084,0.0,0.0,0.013,0.169,0.0,0.0,0.273,0.032
1990-1999,0.393,0.09,0.0,0.0,0.011,0.247,0.0,0.0,0.247,0.011
2000-2009,0.451,0.11,0.012,0.0,0.0,0.232,0.0,0.0,0.195,0.0
2010-2019,0.406,0.062,0.0,0.0,0.0,0.156,0.0,0.0,0.375,0.0
2020-2029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.502,0.081,0.002,0.0,0.003,0.166,0.0,0.0,0.225,0.02
