,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.093,0.673,0.056,0.178,0.0,0.0,0.0,0.0
1930-1939,0.018,0.0,0.086,0.706,0.045,0.14,0.0,0.0,0.0,0.005
1940-1949,0.012,0.0,0.082,0.668,0.062,0.176,0.0,0.0,0.0,0.0
1950-1959,0.014,0.0,0.074,0.587,0.134,0.187,0.004,0.0,0.0,0.0
1960-1969,0.028,0.0,0.068,0.46,0.165,0.276,0.0,0.0,0.0,0.002
1970-1979,0.01,0.0,0.071,0.459,0.155,0.304,0.0,0.0,0.0,0.0
1980-1989,0.01,0.0,0.094,0.438,0.229,0.229,0.0,0.0,0.0,0.0
1990-1999,0.024,0.0,0.073,0.415,0.195,0.293,0.0,0.0,0.0,0.0
2000-2009,0.0,0.0,0.038,0.377,0.208,0.358,0.0,0.019,0.0,0.0
2010-2019,0.0,0.0,0.0,0.727,0.091,0.182,0.0,0.0,0.0,0.0
2020-2029,,,,,,,,,,
Total,0.012,0.0,0.068,0.551,0.134,0.232,0.0,0.002,0.0,0.001
