,0,1,2,3,4,5,6,7,8,9
1920-1929,0.013,0.001,0.093,0.69,0.042,0.16,0.001,0.0,0.0,0.0
1930-1939,0.016,0.0,0.098,0.624,0.05,0.207,0.001,0.002,0.0,0.001
1940-1949,0.01,0.0,0.09,0.661,0.051,0.186,0.001,0.0,0.0,0.0
1950-1959,0.008,0.0,0.116,0.527,0.113,0.234,0.0,0.0,0.0,0.002
1960-1969,0.015,0.0,0.106,0.432,0.19,0.255,0.001,0.0,0.0,0.0
1970-1979,0.021,0.002,0.078,0.403,0.185,0.306,0.002,0.0,0.0,0.002
1980-1989,0.019,0.0,0.099,0.423,0.211,0.239,0.0,0.0,0.005,0.005
1990-1999,0.014,0.0,0.068,0.397,0.158,0.363,0.0,0.0,0.0,0.0
2000-2009,0.03,0.015,0.097,0.463,0.179,0.209,0.0,0.0,0.0,0.007
2010-2019,0.02,0.0,0.061,0.531,0.143,0.245,0.0,0.0,0.0,0.0
2020-2029,,,,,,,,,,
Total,0.017,0.002,0.091,0.515,0.132,0.24,0.001,0.0,0.0,0.002
