,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,,,,,
1960-1969,0.5,0.056,0.2,0.0,0.244
1970-1979,0.348,0.08,0.274,0.017,0.281
1980-1989,0.278,0.075,0.275,0.013,0.358
1990-1999,0.197,0.265,0.189,0.038,0.311
2000-2009,0.161,0.161,0.419,0.161,0.097
2010-2019,0.1,0.1,0.5,0.2,0.1
2020-2029,,,,,
Total,0.264,0.123,0.31,0.072,0.232
