,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.0,0.0,0.0,0.0,1.0
1960-1969,0.0,0.535,0.213,0.213,0.039
1970-1979,0.007,0.406,0.255,0.281,0.05
1980-1989,0.0,0.257,0.281,0.349,0.112
1990-1999,0.031,0.167,0.292,0.333,0.177
2000-2009,0.2,0.35,0.15,0.1,0.2
2010-2019,0.0,0.5,0.5,0.0,0.0
2020-2029,,,,,
Total,0.034,0.317,0.242,0.182,0.226
