,0,1,2,3,4
1920-1929,16,91,113,54,23
1930-1939,17,66,106,127,22
1940-1949,1,6,3,7,13
1950-1959,28,166,33,76,22
1960-1969,2329,17909,5714,6010,5602
1970-1979,5173,20865,17061,12469,14848
1980-1989,9398,20054,27039,19230,22019
1990-1999,13421,12497,15270,20588,14775
2000-2009,18241,7319,8636,20075,11581
2010-2019,32110,6807,11004,22981,14985
2020-2029,889,121,325,653,399
Total,81623,85901,85304,102270,84289
