,0,1,2,3,4
1920-1929,0.077,0.081,0.342,0.147,0.353
1930-1939,0.074,0.066,0.454,0.079,0.327
1940-1949,0.115,0.134,0.258,0.107,0.386
1950-1959,0.134,0.127,0.3,0.15,0.289
1960-1969,0.164,0.155,0.232,0.232,0.217
1970-1979,0.188,0.204,0.158,0.298,0.152
1980-1989,0.222,0.253,0.137,0.275,0.114
1990-1999,0.232,0.306,0.11,0.255,0.098
2000-2009,0.218,0.354,0.086,0.267,0.075
2010-2019,0.216,0.359,0.091,0.27,0.064
2020-2029,0.109,0.322,0.098,0.427,0.044
Total,0.159,0.215,0.206,0.228,0.193
