,0,1,2,3,4
1920-1929,5451,4674,16856,3776,28159
1930-1939,7049,6469,26283,5135,30864
1940-1949,8600,6807,25132,6461,28113
1950-1959,10648,8628,23966,8117,23944
1960-1969,18955,17266,28610,22273,28773
1970-1979,27340,26328,23614,35751,24363
1980-1989,24521,23225,15655,27017,13389
1990-1999,24982,27335,10748,22202,10467
2000-2009,23458,33180,9103,24846,7688
2010-2019,18865,27402,7078,20650,5643
2020-2029,226,482,93,347,95
Total,170095,181796,187138,176575,201498
