,0,1,2,3,4
1920-1929,0.286,0.079,0.478,0.093,0.064
1930-1939,0.347,0.085,0.407,0.093,0.068
1940-1949,0.335,0.091,0.374,0.114,0.086
1950-1959,0.318,0.115,0.318,0.141,0.108
1960-1969,0.247,0.149,0.248,0.164,0.192
1970-1979,0.172,0.192,0.177,0.199,0.26
1980-1989,0.151,0.224,0.129,0.236,0.26
1990-1999,0.112,0.286,0.109,0.261,0.232
2000-2009,0.093,0.338,0.078,0.239,0.253
2010-2019,0.089,0.344,0.071,0.237,0.259
2020-2029,0.075,0.388,0.076,0.182,0.279
Total,0.202,0.208,0.224,0.178,0.187
