,0,1,2,3,4,5,6,7,8,9
1920-1929,0.384,0.002,0.014,0.001,0.16,0.026,0.012,0.226,0.004,0.17
1930-1939,0.313,0.002,0.011,0.003,0.274,0.022,0.013,0.198,0.003,0.16
1940-1949,0.334,0.012,0.027,0.012,0.281,0.03,0.018,0.154,0.012,0.121
1950-1959,0.291,0.01,0.035,0.014,0.252,0.041,0.03,0.152,0.016,0.158
1960-1969,0.204,0.054,0.076,0.067,0.144,0.076,0.086,0.121,0.048,0.125
1970-1979,0.11,0.119,0.126,0.13,0.074,0.11,0.133,0.067,0.088,0.044
1980-1989,0.064,0.156,0.159,0.149,0.057,0.121,0.125,0.046,0.097,0.026
1990-1999,0.031,0.186,0.181,0.158,0.031,0.135,0.125,0.029,0.108,0.016
2000-2009,0.021,0.216,0.171,0.172,0.017,0.139,0.114,0.018,0.121,0.012
2010-2019,0.012,0.22,0.176,0.181,0.031,0.117,0.095,0.01,0.149,0.009
2020-2029,0.016,0.244,0.157,0.189,0.024,0.079,0.055,0.031,0.197,0.008
