,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1960-1969,1,15,14,2,8,0,8,1,11,11,3,13,0,0,0,0,0,3,0,12
1970-1979,2,24,30,30,25,3,21,0,31,8,22,15,0,2,2,0,6,3,0,0
1980-1989,8,50,25,50,26,2,38,4,23,19,26,9,1,8,2,1,9,9,5,3
1990-1999,26,21,13,6,11,11,4,5,8,13,6,2,9,7,9,7,8,8,5,2
2000-2009,39,10,2,2,0,16,0,8,0,1,2,0,7,8,14,4,4,5,4,0
2010-2019,41,1,1,0,0,26,0,30,0,3,1,1,15,6,9,11,0,2,3,2
2020-2029,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Total,118,122,87,90,70,58,71,48,73,55,60,40,32,33,36,24,27,30,17,19
