,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1930-1939,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1960-1969,2,28,39,29,19,1,22,1,15,10,12,45,1,1,2,1,4,7,0,2
1970-1979,2,46,56,50,48,1,47,1,37,23,25,57,0,0,5,2,11,5,0,0
1980-1989,10,60,52,52,43,5,40,8,36,18,36,13,0,8,11,7,17,11,5,2
1990-1999,50,62,26,20,35,12,8,20,23,21,16,13,17,17,26,12,9,18,10,3
2000-2009,108,10,4,0,2,31,0,30,4,10,8,1,18,24,19,9,3,6,10,0
2010-2019,87,8,2,0,0,31,0,72,0,7,6,1,12,37,14,16,1,3,12,0
2020-2029,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,263,215,180,151,147,83,118,132,116,89,103,131,48,87,78,47,45,50,37,7
