,0,1,2,3,4,5,6,7,8,9
1920-1929,58,89,275,105,367,99,66,192,93,233
1930-1939,200,183,456,229,735,177,127,382,165,483
1940-1949,311,278,982,370,862,275,174,573,267,717
1950-1959,365,362,897,436,806,339,261,729,324,642
1960-1969,1164,910,1295,881,1279,804,849,1186,778,1182
1970-1979,1854,1379,1316,1498,1333,1424,1735,1254,1381,1315
1980-1989,2090,1559,1228,1788,1027,1600,1910,1278,1643,1155
1990-1999,1133,1018,551,1250,573,1182,1280,756,1357,766
2000-2009,1042,875,414,1000,382,1214,1241,539,1329,561
2010-2019,586,759,281,825,260,694,733,315,850,324
2020-2029,19,16,0,12,1,7,21,7,19,3
Total,8822,7428,7695,8394,7625,7815,8397,7211,8206,7381
