,0,1,2,3,4,5,6,7,8,9
1920-1929,605,648,1310,699,2787,585,465,1713,627,1757
1930-1939,804,923,3023,999,2963,932,669,2276,904,2265
1940-1949,921,1064,3133,1226,2808,829,751,2069,953,1989
1950-1959,872,845,1821,1047,1682,832,659,1511,751,1351
1960-1969,2277,1806,2179,1722,2291,1638,1789,2658,1599,2058
1970-1979,2939,2546,2127,2392,2068,2423,2904,2084,2284,2092
1980-1989,2139,1694,1381,1736,1104,1931,1942,1317,1764,1134
1990-1999,2119,1963,1163,2575,1088,2481,2323,1392,2530,1722
2000-2009,2508,2354,1092,2604,1010,2845,3111,1454,3109,1436
2010-2019,2068,2054,855,1814,694,2108,2357,909,2862,1007
2020-2029,9,6,1,3,3,7,5,2,13,2
Total,17261,15903,18085,16817,18498,16611,16975,17385,17396,16813
