,0,1,2,3,4,5,6,7,8,9
1920-1929,140,169,249,198,774,122,116,391,154,398
1930-1939,109,103,279,70,290,65,62,223,84,198
1940-1949,386,401,1101,457,1239,366,324,769,390,679
1950-1959,948,938,1968,1212,2323,817,686,1846,819,1578
1960-1969,1743,1417,1882,1524,2133,1280,1352,1905,1300,1809
1970-1979,2011,1638,1548,1549,1604,1664,2024,1707,1634,1568
1980-1989,1796,1548,971,1652,953,1644,1792,1254,1719,1106
1990-1999,1369,991,627,1309,486,1319,1330,761,1172,788
2000-2009,1440,1349,677,1462,513,1429,1593,727,1673,719
2010-2019,504,680,277,638,222,628,695,279,806,268
2020-2029,6,13,6,4,5,6,5,4,35,11
Total,10452,9247,9585,10075,10542,9340,9979,9866,9786,9122
