,0,1,2,3,4,5,6,7,8,9
1920-1929,0.004,0.166,0.002,0.209,0.179,0.003,0.004,0.384,0.046,0.003
1930-1939,0.007,0.145,0.002,0.183,0.301,0.003,0.003,0.318,0.037,0.001
1940-1949,0.027,0.109,0.013,0.147,0.304,0.01,0.015,0.324,0.04,0.011
1950-1959,0.028,0.14,0.011,0.155,0.283,0.017,0.013,0.283,0.059,0.011
1960-1969,0.063,0.103,0.051,0.128,0.164,0.06,0.054,0.201,0.116,0.06
1970-1979,0.099,0.044,0.113,0.065,0.08,0.122,0.108,0.108,0.141,0.119
1980-1989,0.109,0.028,0.139,0.043,0.06,0.143,0.129,0.064,0.132,0.153
1990-1999,0.11,0.019,0.164,0.025,0.033,0.17,0.147,0.031,0.118,0.183
2000-2009,0.109,0.014,0.171,0.017,0.018,0.195,0.131,0.02,0.107,0.217
2010-2019,0.11,0.006,0.155,0.01,0.032,0.23,0.136,0.012,0.091,0.218
2020-2029,0.071,0.008,0.11,0.016,0.024,0.323,0.165,0.024,0.039,0.22
Total,0.067,0.071,0.085,0.091,0.134,0.116,0.082,0.161,0.084,0.109
