,0,1,2,3,4
1920-1929,0.316,0.081,0.423,0.078,0.101
1930-1939,0.297,0.089,0.417,0.091,0.106
1940-1949,0.351,0.08,0.37,0.085,0.113
1950-1959,0.331,0.122,0.298,0.118,0.13
1960-1969,0.239,0.14,0.258,0.205,0.157
1970-1979,0.172,0.195,0.179,0.262,0.191
1980-1989,0.147,0.225,0.136,0.266,0.226
1990-1999,0.108,0.269,0.11,0.234,0.279
2000-2009,0.093,0.34,0.086,0.225,0.257
2010-2019,0.091,0.3,0.082,0.248,0.279
2020-2029,0.143,0.267,0.038,0.352,0.2
Total,0.183,0.208,0.189,0.216,0.204
