,0,1,2,3,4
1920-1929,0.265,0.092,0.474,0.077,0.093
1930-1939,0.359,0.09,0.375,0.075,0.101
1940-1949,0.335,0.101,0.355,0.1,0.108
1950-1959,0.315,0.112,0.307,0.133,0.133
1960-1969,0.25,0.153,0.227,0.213,0.157
1970-1979,0.17,0.204,0.167,0.257,0.202
1980-1989,0.165,0.231,0.121,0.261,0.222
1990-1999,0.114,0.271,0.117,0.222,0.276
2000-2009,0.094,0.322,0.094,0.232,0.259
2010-2019,0.083,0.338,0.078,0.25,0.251
2020-2029,0.02,0.255,0.098,0.451,0.176
Total,0.197,0.197,0.219,0.206,0.18
