,0,1,2,3,4
1920-1929,32,19,6,10,1
1930-1939,15,13,3,14,8
1940-1949,0,0,0,0,0
1950-1959,61,23,15,49,12
1960-1969,2038,1933,1971,5504,889
1970-1979,4339,5103,5169,6190,1933
1980-1989,4994,6545,5927,4850,2607
1990-1999,4952,3796,3615,2997,3387
2000-2009,4059,1981,2722,1915,4753
2010-2019,3979,2324,3056,1744,7675
2020-2029,133,93,102,47,209
Total,24602,21830,22586,23320,21474
