,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1960-1969,1,0,67,0,74,49,64,27,32,40,4,22,26,32,13,9,6,31,20,5
1970-1979,0,4,187,1,119,113,129,74,107,79,15,45,44,66,14,9,13,62,43,8
1980-1989,0,3,205,2,83,128,110,91,121,44,5,59,64,48,11,5,16,64,53,6
1990-1999,1,8,49,1,36,33,32,42,39,30,6,32,30,25,11,8,7,21,27,4
2000-2009,0,4,8,1,11,2,3,4,0,12,15,2,9,8,2,3,4,5,9,3
2010-2019,0,1,2,0,5,0,2,1,0,2,2,1,4,0,1,0,1,0,0,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,2,20,518,5,328,325,340,239,300,207,47,161,178,180,52,34,47,183,152,27
