,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25
1960-1969,0.002,0.0,0.128,0.0,0.142,0.094,0.123,0.052,0.061,0.077,0.008,0.042,0.05,0.061,0.025,0.017,0.011,0.059,0.038,0.01
1970-1979,0.0,0.004,0.165,0.001,0.105,0.1,0.114,0.065,0.095,0.07,0.013,0.04,0.039,0.058,0.012,0.008,0.011,0.055,0.038,0.007
1980-1989,0.0,0.003,0.183,0.002,0.074,0.114,0.098,0.081,0.108,0.039,0.004,0.053,0.057,0.043,0.01,0.004,0.014,0.057,0.047,0.005
1990-1999,0.002,0.018,0.111,0.002,0.081,0.075,0.072,0.095,0.088,0.068,0.014,0.072,0.068,0.057,0.025,0.018,0.016,0.048,0.061,0.009
2000-2009,0.0,0.038,0.076,0.01,0.105,0.019,0.029,0.038,0.0,0.114,0.143,0.019,0.086,0.076,0.019,0.029,0.038,0.048,0.086,0.029
2010-2019,0.0,0.045,0.091,0.0,0.227,0.0,0.091,0.045,0.0,0.091,0.091,0.045,0.182,0.0,0.045,0.0,0.045,0.0,0.0,0.0
2020-2029,,,,,,,,,,,,,,,,,,,,
Total,0.001,0.006,0.155,0.001,0.098,0.097,0.102,0.071,0.09,0.062,0.014,0.048,0.053,0.054,0.016,0.01,0.014,0.055,0.045,0.008
