,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0
1930-1939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1960-1969,4,4,4,55,51,50,7,36,35,11,36,5,31,69,41,38,33,44,38,38,31,3,22,28,33,28,13,14,15,8,10,23,20,4,27,24,0,2,4,2,6,8,12,9,11,7,2,8,7,9
1970-1979,14,5,11,134,123,109,12,112,90,22,82,8,17,109,40,76,77,77,53,57,80,11,61,50,76,30,12,39,32,11,35,35,29,4,28,33,6,4,8,12,7,15,21,8,18,7,8,14,4,7
1980-1989,30,29,54,157,151,132,19,131,138,43,117,24,38,69,61,98,105,108,76,95,86,18,54,74,88,59,41,47,43,27,48,44,42,21,40,48,8,15,21,24,19,26,25,19,25,20,11,11,12,7
1990-1999,117,110,106,41,42,56,67,56,59,72,52,54,50,27,47,44,47,39,58,34,49,29,44,38,27,48,53,53,48,38,41,54,22,36,45,31,28,29,26,18,16,24,13,23,16,12,17,15,9,11
2000-2009,211,242,127,10,2,7,101,9,14,81,13,95,55,8,57,10,7,6,27,15,3,69,24,15,8,31,50,36,39,45,18,16,25,32,8,8,47,47,27,25,26,31,8,7,4,12,12,5,6,8
2010-2019,425,366,209,7,4,5,147,9,14,88,3,111,101,6,37,12,8,2,13,17,3,107,30,25,0,33,49,28,39,68,36,15,27,65,12,8,59,46,29,33,36,1,12,13,7,12,11,2,6,6
2020-2029,17,8,6,0,0,0,4,0,0,1,1,2,2,0,0,0,0,0,1,0,0,2,2,1,0,0,2,1,1,5,1,0,1,1,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,1
Total,819,764,518,404,373,359,357,354,351,318,304,300,294,289,287,278,277,276,266,256,252,239,238,232,232,230,220,219,217,202,189,187,166,163,161,153,149,146,115,114,112,105,92,83,81,72,63,55,49,49
