,0,1,2,3,4
1920-1929,0.471,0.265,0.118,0.147,0.0
1930-1939,0.28,0.6,0.08,0.0,0.04
1940-1949,,,,,
1950-1959,0.388,0.306,0.047,0.212,0.047
1960-1969,0.252,0.287,0.169,0.236,0.056
1970-1979,0.225,0.257,0.264,0.211,0.044
1980-1989,0.255,0.221,0.31,0.172,0.041
1990-1999,0.254,0.21,0.228,0.222,0.085
2000-2009,0.226,0.182,0.158,0.282,0.152
2010-2019,0.186,0.141,0.142,0.297,0.234
2020-2029,0.176,0.203,0.183,0.186,0.252
Total,0.233,0.215,0.223,0.231,0.098
