,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.003,0.003,0.0,0.0,0.007,0.02,0.0,0.02,0.017,0.081,0.0,0.104,0.017,0.101,0.037,0.013,0.0,0.0,0.003,0.0,0.081,0.017,0.01,0.003,0.03,0.007,0.098,0.003,0.044,0.0,0.0,0.027,0.027,0.02,0.0,0.0,0.0,0.003,0.013,0.01,0.03,0.0,0.081,0.003,0.03,0.0,0.02,0.003,0.0,0.01
1930-1939,0.009,0.0,0.0,0.015,0.05,0.024,0.012,0.006,0.0,0.124,0.012,0.077,0.003,0.083,0.036,0.012,0.006,0.0,0.03,0.009,0.086,0.024,0.006,0.006,0.009,0.006,0.041,0.0,0.047,0.003,0.0,0.009,0.018,0.027,0.0,0.0,0.0,0.006,0.033,0.006,0.068,0.0,0.024,0.0,0.0,0.003,0.041,0.012,0.006,0.015
1940-1949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.033,0.0,0.0,0.0,0.133,0.0,0.1,0.1,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.033,0.0,0.0
1950-1959,0.022,0.003,0.0,0.0,0.0,0.025,0.006,0.015,0.006,0.089,0.0,0.043,0.052,0.123,0.025,0.012,0.0,0.0,0.049,0.028,0.065,0.037,0.0,0.0,0.015,0.058,0.055,0.0,0.003,0.015,0.0,0.046,0.012,0.028,0.0,0.028,0.0,0.015,0.0,0.0,0.022,0.003,0.049,0.006,0.006,0.015,0.018,0.0,0.0,0.003
1960-1969,0.008,0.008,0.006,0.004,0.012,0.026,0.012,0.003,0.002,0.037,0.005,0.048,0.042,0.095,0.042,0.013,0.009,0.031,0.063,0.011,0.046,0.035,0.003,0.004,0.007,0.035,0.066,0.006,0.019,0.012,0.007,0.046,0.01,0.032,0.001,0.011,0.005,0.008,0.005,0.018,0.027,0.007,0.024,0.002,0.021,0.004,0.032,0.019,0.007,0.006
1970-1979,0.012,0.008,0.003,0.004,0.016,0.029,0.013,0.007,0.003,0.031,0.008,0.039,0.017,0.091,0.045,0.015,0.015,0.006,0.045,0.012,0.053,0.049,0.005,0.003,0.011,0.038,0.076,0.01,0.026,0.014,0.003,0.02,0.016,0.043,0.002,0.011,0.003,0.006,0.006,0.013,0.022,0.013,0.041,0.002,0.027,0.007,0.027,0.021,0.008,0.007
1980-1989,0.012,0.008,0.003,0.006,0.02,0.029,0.012,0.013,0.004,0.031,0.012,0.032,0.009,0.09,0.05,0.017,0.013,0.002,0.036,0.015,0.053,0.055,0.004,0.004,0.011,0.034,0.065,0.011,0.024,0.012,0.002,0.015,0.023,0.042,0.001,0.01,0.002,0.008,0.005,0.015,0.017,0.012,0.045,0.002,0.034,0.006,0.031,0.027,0.006,0.006
1990-1999,0.014,0.018,0.002,0.012,0.022,0.036,0.012,0.011,0.004,0.033,0.013,0.033,0.012,0.087,0.07,0.03,0.01,0.001,0.027,0.017,0.051,0.051,0.005,0.006,0.008,0.033,0.057,0.011,0.024,0.011,0.003,0.013,0.013,0.036,0.003,0.014,0.003,0.015,0.001,0.014,0.018,0.007,0.034,0.004,0.022,0.009,0.039,0.017,0.007,0.008
2000-2009,0.014,0.027,0.001,0.02,0.025,0.038,0.01,0.011,0.006,0.039,0.008,0.035,0.008,0.074,0.086,0.036,0.009,0.001,0.021,0.019,0.04,0.05,0.003,0.009,0.004,0.03,0.047,0.018,0.017,0.009,0.006,0.011,0.006,0.027,0.002,0.02,0.002,0.021,0.001,0.013,0.012,0.006,0.035,0.008,0.016,0.012,0.055,0.016,0.005,0.01
2010-2019,0.012,0.027,0.001,0.03,0.024,0.039,0.013,0.009,0.007,0.033,0.006,0.031,0.006,0.067,0.076,0.036,0.008,0.001,0.021,0.014,0.033,0.047,0.002,0.039,0.004,0.032,0.047,0.017,0.015,0.009,0.012,0.008,0.006,0.021,0.001,0.014,0.003,0.023,0.001,0.013,0.01,0.005,0.035,0.027,0.015,0.006,0.053,0.016,0.006,0.017
2020-2029,0.015,0.022,0.0,0.049,0.014,0.044,0.018,0.019,0.005,0.032,0.007,0.041,0.005,0.077,0.064,0.038,0.005,0.0,0.023,0.004,0.034,0.06,0.003,0.035,0.003,0.045,0.06,0.013,0.018,0.009,0.033,0.011,0.007,0.016,0.002,0.005,0.0,0.021,0.003,0.01,0.012,0.003,0.036,0.002,0.011,0.004,0.03,0.01,0.005,0.017
Total,0.011,0.011,0.001,0.013,0.017,0.028,0.01,0.01,0.02,0.051,0.006,0.044,0.016,0.093,0.048,0.029,0.016,0.004,0.035,0.012,0.049,0.039,0.004,0.01,0.009,0.032,0.068,0.008,0.022,0.009,0.006,0.019,0.013,0.026,0.001,0.01,0.002,0.011,0.006,0.025,0.022,0.005,0.04,0.005,0.017,0.006,0.032,0.016,0.004,0.009
