,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.001,0.0,0.012,0.0,0.002,0.05,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.085,0.0,0.0,0.034,0.221,0.003,0.001,0.147,0.001,0.001,0.002,0.001,0.0,0.039,0.001,0.003,0.073,0.004,0.004,0.002,0.002,0.027,0.005,0.001,0.001,0.067,0.159,0.0,0.001,0.001,0.001,0.001,0.037,0.001,0.001,0.002,0.001
1930-1939,0.001,0.0,0.009,0.0,0.001,0.049,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.074,0.0,0.0,0.091,0.169,0.002,0.001,0.218,0.001,0.001,0.001,0.0,0.0,0.027,0.002,0.001,0.063,0.008,0.005,0.0,0.002,0.028,0.008,0.001,0.001,0.064,0.126,0.001,0.0,0.001,0.001,0.001,0.032,0.001,0.001,0.002,0.002
1940-1949,0.002,0.002,0.023,0.002,0.003,0.035,0.002,0.003,0.002,0.001,0.003,0.002,0.002,0.054,0.001,0.001,0.095,0.168,0.008,0.002,0.22,0.003,0.001,0.003,0.002,0.003,0.023,0.003,0.002,0.04,0.005,0.004,0.003,0.002,0.02,0.027,0.006,0.002,0.046,0.118,0.001,0.001,0.003,0.002,0.003,0.029,0.002,0.004,0.002,0.008
1950-1959,0.002,0.002,0.033,0.002,0.003,0.038,0.004,0.001,0.003,0.001,0.003,0.004,0.002,0.067,0.001,0.001,0.078,0.133,0.009,0.002,0.205,0.004,0.001,0.001,0.003,0.004,0.032,0.003,0.005,0.035,0.006,0.004,0.004,0.001,0.034,0.033,0.004,0.002,0.064,0.097,0.003,0.0,0.004,0.003,0.005,0.032,0.003,0.005,0.002,0.014
1960-1969,0.008,0.009,0.023,0.005,0.018,0.032,0.014,0.002,0.012,0.0,0.011,0.005,0.008,0.059,0.008,0.001,0.049,0.091,0.016,0.005,0.124,0.013,0.001,0.012,0.008,0.01,0.025,0.013,0.017,0.031,0.008,0.003,0.02,0.005,0.022,0.043,0.018,0.019,0.044,0.07,0.009,0.002,0.018,0.012,0.014,0.022,0.005,0.016,0.004,0.015
1970-1979,0.013,0.016,0.014,0.01,0.031,0.016,0.028,0.002,0.022,0.001,0.029,0.008,0.015,0.028,0.019,0.001,0.022,0.047,0.031,0.006,0.06,0.024,0.002,0.022,0.017,0.025,0.01,0.029,0.034,0.017,0.008,0.002,0.038,0.013,0.014,0.027,0.035,0.034,0.022,0.039,0.022,0.006,0.033,0.02,0.025,0.009,0.01,0.031,0.001,0.011
1980-1989,0.016,0.021,0.008,0.01,0.031,0.01,0.032,0.002,0.022,0.001,0.035,0.009,0.021,0.019,0.025,0.001,0.024,0.033,0.035,0.009,0.038,0.036,0.001,0.024,0.016,0.03,0.009,0.032,0.035,0.012,0.012,0.002,0.043,0.012,0.01,0.014,0.043,0.034,0.014,0.023,0.025,0.005,0.04,0.029,0.033,0.007,0.012,0.041,0.0,0.005
1990-1999,0.015,0.027,0.003,0.011,0.033,0.009,0.036,0.001,0.03,0.002,0.038,0.007,0.015,0.017,0.024,0.0,0.007,0.014,0.036,0.008,0.024,0.034,0.001,0.024,0.023,0.034,0.007,0.037,0.051,0.005,0.014,0.001,0.062,0.01,0.006,0.007,0.059,0.033,0.009,0.013,0.027,0.006,0.043,0.036,0.036,0.005,0.013,0.042,0.001,0.003
2000-2009,0.013,0.021,0.002,0.015,0.039,0.005,0.041,0.001,0.035,0.001,0.039,0.005,0.02,0.009,0.028,0.0,0.005,0.01,0.037,0.008,0.015,0.026,0.001,0.027,0.024,0.032,0.004,0.043,0.06,0.003,0.012,0.001,0.059,0.011,0.003,0.003,0.074,0.035,0.007,0.008,0.027,0.005,0.048,0.034,0.04,0.003,0.013,0.046,0.0,0.001
2010-2019,0.011,0.027,0.001,0.014,0.034,0.002,0.044,0.001,0.03,0.002,0.038,0.007,0.019,0.004,0.021,0.0,0.005,0.007,0.038,0.009,0.021,0.034,0.0,0.023,0.024,0.035,0.003,0.039,0.065,0.001,0.014,0.001,0.051,0.012,0.002,0.004,0.084,0.037,0.004,0.005,0.031,0.005,0.048,0.032,0.042,0.001,0.017,0.048,0.0,0.001
2020-2029,0.047,0.047,0.0,0.047,0.031,0.0,0.047,0.0,0.078,0.0,0.031,0.0,0.031,0.0,0.016,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.016,0.062,0.016,0.0,0.0,0.031,0.0,0.0,0.0,0.203,0.031,0.0,0.0,0.062,0.0,0.016,0.062,0.016,0.016,0.0,0.016,0.0,0.0
Total,0.012,0.015,0.012,0.011,0.021,0.022,0.023,0.001,0.021,0.001,0.021,0.004,0.012,0.038,0.013,0.0,0.037,0.081,0.019,0.006,0.098,0.016,0.001,0.013,0.011,0.021,0.016,0.02,0.03,0.027,0.008,0.002,0.028,0.006,0.015,0.015,0.048,0.021,0.031,0.06,0.019,0.003,0.023,0.021,0.02,0.018,0.007,0.023,0.001,0.006
