,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,441,662,476,4,5,255,8,3,101,2,201,1,6,2,8,2,4,3,218,1,2,4,149,3,1,6,16,0,2,118,0,111,80,1,37,2,13,2,0,5,4,2,5,3,11,1,0,6,2,1
1930-1939,839,651,484,2,0,286,4,5,348,2,245,4,3,2,6,6,2,4,244,1,5,2,189,0,5,3,32,0,1,105,0,124,106,5,33,3,29,2,1,7,8,2,3,0,19,5,4,9,2,1
1940-1949,838,641,450,23,12,207,6,10,363,16,177,9,13,8,29,11,12,10,152,11,12,9,133,7,5,11,101,4,7,87,9,111,78,7,89,9,18,9,7,9,29,9,7,2,15,11,2,6,5,3
1950-1959,780,507,370,14,17,256,20,17,298,19,242,14,10,8,33,13,12,18,133,15,16,11,143,10,13,3,124,5,13,123,6,121,128,7,125,7,23,12,7,5,53,6,14,1,16,4,3,9,2,3
1960-1969,725,533,409,108,116,348,97,106,286,95,258,82,103,114,93,79,65,82,184,57,79,73,187,73,51,73,252,45,45,146,50,131,131,45,137,48,47,29,31,32,86,30,30,9,18,10,2,21,7,5
1970-1979,420,325,272,241,266,194,235,230,151,216,150,193,215,234,217,201,198,174,117,174,168,140,112,152,152,154,185,135,116,69,109,65,99,104,99,90,57,71,72,92,76,42,56,40,17,16,10,6,13,4
1980-1989,202,173,123,228,225,100,184,208,127,216,74,171,164,180,185,171,184,174,63,160,188,151,54,118,134,124,72,130,86,46,111,35,53,112,40,86,61,61,51,61,27,47,46,25,10,8,6,2,4,3
1990-1999,116,69,64,285,299,83,248,209,35,202,43,173,161,162,176,177,183,176,25,166,164,174,42,145,131,118,33,116,110,32,131,22,27,75,14,71,67,65,54,46,16,39,32,29,5,7,11,3,7,1
2000-2009,75,51,40,368,291,47,297,240,24,228,33,201,193,173,184,211,192,200,17,161,130,168,26,173,135,133,14,140,119,20,102,17,16,99,8,62,58,64,76,53,7,38,23,27,5,7,4,1,6,2
2010-2019,85,29,20,339,205,17,260,192,21,193,17,178,138,147,151,158,151,170,6,139,135,130,9,122,126,91,15,86,95,12,107,6,10,76,6,46,56,67,55,50,3,37,27,22,3,4,10,1,2,0
2020-2029,0,0,0,13,2,0,4,1,0,1,0,3,2,2,0,1,2,1,1,4,0,4,0,5,4,0,0,1,0,0,3,1,0,2,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Total,4521,3641,2708,1625,1438,1793,1363,1221,1754,1190,1440,1029,1008,1032,1082,1030,1005,1012,1160,889,899,866,1044,808,757,716,844,662,594,758,628,744,728,533,588,427,429,382,357,360,309,253,243,158,119,73,52,64,50,23
