,0,1,2,3,4
1920-1929,0.076,0.096,0.275,0.471,0.082
1930-1939,0.078,0.1,0.336,0.396,0.089
1940-1949,0.097,0.107,0.317,0.378,0.1
1950-1959,0.118,0.133,0.31,0.33,0.109
1960-1969,0.195,0.155,0.244,0.255,0.15
1970-1979,0.245,0.199,0.174,0.179,0.204
1980-1989,0.247,0.235,0.145,0.142,0.231
1990-1999,0.235,0.265,0.118,0.11,0.272
2000-2009,0.232,0.264,0.101,0.088,0.314
2010-2019,0.234,0.261,0.098,0.079,0.328
2020-2029,0.244,0.225,0.088,0.109,0.334
Total,0.182,0.185,0.201,0.231,0.201
