,0,1,2,3,4
1920-1929,0.72,0.0,0.004,0.246,0.03
1930-1939,0.479,0.014,0.021,0.465,0.021
1940-1949,0.495,0.039,0.039,0.388,0.04
1950-1959,0.468,0.019,0.052,0.414,0.047
1960-1969,0.353,0.104,0.158,0.275,0.109
1970-1979,0.181,0.225,0.247,0.141,0.206
1980-1989,0.097,0.278,0.297,0.064,0.264
1990-1999,0.06,0.304,0.305,0.061,0.269
2000-2009,0.026,0.352,0.285,0.038,0.299
2010-2019,0.021,0.35,0.307,0.037,0.286
2020-2029,0.222,0.333,0.222,0.111,0.111
Total,0.284,0.183,0.176,0.204,0.153
